,name,inchi,mult
990,C7H14O3-5,"InChI=1S/C7H14O/c1-3-6-5-7(4-2)8-6/h6-7H,3-5H2,1-2H3",1
991,C7H14OOH1-2O2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7-8H,2-6H2,1H3",2
992,C7H14OOH1-3O2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-8H,2-6H2,1H3",2
993,C7H14OOH1-4O2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-8H,2-6H2,1H3",2
994,C7H14OOH1-5O2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-8H,2-6H2,1H3",2
995,C7H14OOH2-1O2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7,9H,2-6H2,1H3",2
996,C7H14OOH2-3O2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-8H,3-5H2,1-2H3",2
997,C7H14OOH2-4O2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-8H,3-5H2,1-2H3",2
998,C7H14OOH2-5O2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-8H,3-5H2,1-2H3",2
999,C7H14OOH2-6O2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-8H,3-5H2,1-2H3",2
1000,C7H14OOH3-1O2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7,9H,2-6H2,1H3",2
1001,C7H14OOH3-2O2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-7,9H,3-5H2,1-2H3",2
1002,C7H14OOH3-4O2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-8H,3-5H2,1-2H3",2
1003,C7H14OOH3-5O2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-8H,3-5H2,1-2H3",2
1004,C7H14OOH3-6O2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-7,9H,3-5H2,1-2H3",2
1005,C7H14OOH3-7O2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7,9H,2-6H2,1H3",2
1006,C7H14OOH4-1O2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7,9H,2-6H2,1H3",2
1007,C7H14OOH4-2O2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-7,9H,3-5H2,1-2H3",2
1008,C7H14OOH4-3O2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-7,9H,3-5H2,1-2H3",2
1009,C7H13Q12-3,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h5,7-9H,2-4,6H2,1H3",2
1010,C7H13Q12-4,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h4,7-9H,2-3,5-6H2,1H3",2
1011,C7H13Q12-5,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h3,7-9H,2,4-6H2,1H3",2
1012,C7H13Q12-6,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h2,7-9H,3-6H2,1H3",2
1013,C7H13Q13-2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h5,7-9H,2-4,6H2,1H3",2
1014,C7H13Q13-4,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h4,7-9H,2-3,5-6H2,1H3",2
1015,C7H13Q13-5,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h3,7-9H,2,4-6H2,1H3",2
1016,C7H13Q13-6,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h2,7-9H,3-6H2,1H3",2
1017,C7H13Q13-7,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-9H,1-6H2",2
1018,C7H13Q14-2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h3,7-9H,2,4-6H2,1H3",2
1019,C7H13Q14-3,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h5,7-9H,2-4,6H2,1H3",2
1020,C7H13Q14-5,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h4,7-9H,2-3,5-6H2,1H3",2
1021,C7H13Q14-6,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h2,7-9H,3-6H2,1H3",2
1022,C7H13Q14-7,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-9H,1-6H2",2
1023,C7H13Q15-2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h4,7-9H,2-3,5-6H2,1H3",2
1024,C7H13Q15-3,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h3,7-9H,2,4-6H2,1H3",2
1025,C7H13Q15-4,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h5,7-9H,2-4,6H2,1H3",2
1026,C7H13Q15-6,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h2,7-9H,3-6H2,1H3",2
1027,C7H13Q15-7,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-9H,1-6H2",2
1028,C7H13Q23-1,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,2-5H2,1H3",2
1029,C7H13Q23-4,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h5-9H,3-4H2,1-2H3",2
1030,C7H13Q23-5,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h4,6-9H,3,5H2,1-2H3",2
1031,C7H13Q23-6,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h3,6-9H,4-5H2,1-2H3",2
1032,C7H13Q23-7,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,1,3-5H2,2H3",2
1033,C7H13Q24-1,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,2-5H2,1H3",2
1034,C7H13Q24-3,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h5-9H,3-4H2,1-2H3",2
1035,C7H13Q24-5,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h4,6-9H,3,5H2,1-2H3",2
1036,C7H13Q24-6,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h3,6-9H,4-5H2,1-2H3",2
1037,C7H13Q24-7,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,1,3-5H2,2H3",2
1038,C7H13Q25-1,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,2-5H2,1H3",2
1039,C7H13Q25-3,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h4,6-9H,3,5H2,1-2H3",2
1040,C7H13Q25-4,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h5-9H,3-4H2,1-2H3",2
1041,C7H13Q25-6,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h3,6-9H,4-5H2,1-2H3",2
1042,C7H13Q25-7,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,1,3-5H2,2H3",2
1043,C7H13Q26-1,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-9H,1,3-5H2,2H3",2
1044,C7H13Q26-3,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h4,6-9H,3,5H2,1-2H3",2
1045,C7H13Q26-4,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h3,6-9H,4-5H2,1-2H3",2
1046,C7H13Q34-1,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,2-5H2,1H3",2
1047,C7H13Q34-2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-9H,3,5H2,1-2H3",2
1048,C7H13Q34-5,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h5-9H,3-4H2,1-2H3",2
1049,C7H13Q34-6,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h3,6-9H,4-5H2,1-2H3",2
1050,C7H13Q34-7,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,1,3-5H2,2H3",2
1051,C7H13Q35-1,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-9H,1,3-5H2,2H3",2
1052,C7H13Q35-2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-9H,4-5H2,1-2H3",2
1053,C7H13Q35-4,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h5-9H,3-4H2,1-2H3",2
1054,C7KET12,"InChI=1S/C7H14O3/c1-2-3-4-5-7(6-8)10-9/h6-7,9H,2-5H2,1H3",1
1055,C7KET13,"InChI=1S/C7H14O3/c1-2-3-4-7(10-9)5-6-8/h6-7,9H,2-5H2,1H3",1
1056,C7KET14,"InChI=1S/C7H14O3/c1-2-4-7(10-9)5-3-6-8/h6-7,9H,2-5H2,1H3",1
1057,C7KET15,"InChI=1S/C7H14O3/c1-2-7(10-9)5-3-4-6-8/h6-7,9H,2-5H2,1H3",1
1058,C7KET21,"InChI=1S/C7H14O3/c1-2-3-4-5-7(8)6-10-9/h9H,2-6H2,1H3",1
1059,C7KET23,"InChI=1S/C7H14O3/c1-3-4-5-7(10-9)6(2)8/h7,9H,3-5H2,1-2H3",1
1060,C7KET24,"InChI=1S/C7H14O3/c1-3-4-7(10-9)5-6(2)8/h7,9H,3-5H2,1-2H3",1
1061,C7KET25,"InChI=1S/C7H14O3/c1-3-7(10-9)5-4-6(2)8/h7,9H,3-5H2,1-2H3",1
1062,C7KET26,"InChI=1S/C7H14O3/c1-6(8)4-3-5-7(2)10-9/h7,9H,3-5H2,1-2H3",1
1063,C7KET31,"InChI=1S/C7H14O3/c1-2-3-4-7(8)5-6-10-9/h9H,2-6H2,1H3",1
1064,C7KET32,"InChI=1S/C7H14O3/c1-3-4-5-7(8)6(2)10-9/h6,9H,3-5H2,1-2H3",1
1065,C7KET34,"InChI=1S/C7H14O3/c1-3-5-7(10-9)6(8)4-2/h7,9H,3-5H2,1-2H3",1
1066,C7KET35,"InChI=1S/C7H14O3/c1-3-6(8)5-7(4-2)10-9/h7,9H,3-5H2,1-2H3",1
1067,C7KET36,"InChI=1S/C7H14O3/c1-3-7(8)5-4-6(2)10-9/h6,9H,3-5H2,1-2H3",1
1068,C7KET37,"InChI=1S/C7H14O3/c1-2-7(8)5-3-4-6-10-9/h9H,2-6H2,1H3",1
1069,C7KET41,"InChI=1S/C7H14O3/c1-2-4-7(8)5-3-6-10-9/h9H,2-6H2,1H3",1
1070,C7KET42,"InChI=1S/C7H14O3/c1-3-4-7(8)5-6(2)10-9/h6,9H,3-5H2,1-2H3",1
1071,C7KET43,"InChI=1S/C7H14O3/c1-3-5-6(8)7(4-2)10-9/h7,9H,3-5H2,1-2H3",1
1072,C7H13-1D3OOH,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,2-3,5-6H2,1H3",1
1073,C7H13-1D4OOH,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,1,4-6H2,2H3",1
1074,C7H13-1D5OOH,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,1,4-6H2,2H3",1
1075,C7H13-1D6OOH,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,1,4-6H2,2H3",1
1076,C7H13-2D1OOH,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h5-6,8H,2-4,7H2,1H3",1
1077,C7H13-2D4OOH,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,5,7-8H,4,6H2,1-2H3",1
1078,C7H13-2D5OOH,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,5,7-8H,4,6H2,1-2H3",1
1079,C7H13-2D6OOH,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3-4,7-8H,5-6H2,1-2H3",1
1080,C7H13-2D7OOH,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h2-3,8H,4-7H2,1H3",1
1081,C7H13-3D1OOH,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h4-5,8H,2-3,6-7H2,1H3",1
1082,C7H13-3D2OOH,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h5-8H,3-4H2,1-2H3",1
1083,C7H13-3D5OOH,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h5-8H,3-4H2,1-2H3",1
1084,C7H13-3D6OOH,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h4-5,7-8H,3,6H2,1-2H3",1
1085,C7H13-3D7OOH,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h3-4,8H,2,5-7H2,1H3",1
1086,C7H13O12-3OOH,"InChI=1S/C7H14O3/c1-2-3-4-6(10-8)7-5-9-7/h6-8H,2-5H2,1H3",1
1087,C7H13O12-4OOH,"InChI=1S/C7H14O3/c1-2-3-6(10-8)4-7-5-9-7/h6-8H,2-5H2,1H3",1
1088,C7H13O12-5OOH,"InChI=1S/C7H14O3/c1-2-6(10-8)3-4-7-5-9-7/h6-8H,2-5H2,1H3",1
1089,C7H13O12-6OOH,"InChI=1S/C7H14O3/c1-6(10-8)3-2-4-7-5-9-7/h6-8H,2-5H2,1H3",1
1090,C7H13O13-2OOH,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-8)5-9-6/h6-8H,2-5H2,1H3",1
1091,C7H13O13-4OOH,"InChI=1S/C7H14O3/c1-2-3-7(10-8)6-4-5-9-6/h6-8H,2-5H2,1H3",1
1092,C7H13O13-5OOH,"InChI=1S/C7H14O3/c1-2-6(10-8)5-7-3-4-9-7/h6-8H,2-5H2,1H3",1
1093,C7H13O13-6OOH,"InChI=1S/C7H14O3/c1-6(10-8)2-3-7-4-5-9-7/h6-8H,2-5H2,1H3",1
1094,C7H13O13-7OOH,"InChI=1S/C7H14O3/c8-10-5-2-1-3-7-4-6-9-7/h7-8H,1-6H2",1
1095,C7H13O14-2OOH,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3",1
1096,C7H13O14-3OOH,"InChI=1S/C7H14O3/c1-2-3-6-7(10-8)4-5-9-6/h6-8H,2-5H2,1H3",1
1097,C7H13O14-5OOH,"InChI=1S/C7H14O3/c1-2-6(10-8)7-4-3-5-9-7/h6-8H,2-5H2,1H3",1
1098,C7H13O14-6OOH,"InChI=1S/C7H14O3/c1-6(10-8)5-7-3-2-4-9-7/h6-8H,2-5H2,1H3",1
1099,C7H13O14-7OOH,"InChI=1S/C7H14O3/c8-10-6-2-4-7-3-1-5-9-7/h7-8H,1-6H2",1
1100,C7H13O15-2OOH,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3",1
1101,C7H13O15-3OOH,"InChI=1S/C7H14O3/c1-2-6-5-7(10-8)3-4-9-6/h6-8H,2-5H2,1H3",1
1102,C7H13O15-4OOH,"InChI=1S/C7H14O3/c1-2-6-7(10-8)4-3-5-9-6/h6-8H,2-5H2,1H3",1
1103,C7H13O15-6OOH,"InChI=1S/C7H14O3/c1-6(10-8)7-4-2-3-5-9-7/h6-8H,2-5H2,1H3",1
1104,C7H13O15-7OOH,"InChI=1S/C7H14O3/c8-10-6-4-7-3-1-2-5-9-7/h7-8H,1-6H2",1
1105,C7H13O23-1OOH,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-6)5-9-8/h6-8H,2-5H2,1H3",1
1106,C7H13O23-4OOH,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3",1
1107,C7H13O23-5OOH,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3",1
1108,C7H13O23-6OOH,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3",1
1109,C7H13O23-7OOH,"InChI=1S/C7H14O3/c1-6-7(10-6)4-2-3-5-9-8/h6-8H,2-5H2,1H3",1
1110,C7H13O24-1OOH,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3",1
1111,C7H13O24-3OOH,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3",1
1112,C7H13O24-5OOH,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3",1
1113,C7H13O24-6OOH,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3",1
1114,C7H13O24-7OOH,"InChI=1S/C7H14O3/c1-6-5-7(10-6)3-2-4-9-8/h6-8H,2-5H2,1H3",1
1115,C7H13O25-1OOH,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3",1
1116,C7H13O25-3OOH,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3",1
1117,C7H13O25-4OOH,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3",1
1118,C7H13O25-6OOH,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3",1
1119,C7H13O25-7OOH,"InChI=1S/C7H14O3/c1-6-2-3-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3",1
1120,C7H13O26-1OOH,"InChI=1S/C7H14O3/c1-6-3-2-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3",1
1121,C7H13O26-3OOH,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3",1
1122,C7H13O26-4OOH,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3",1
1123,C7H13O34-1OOH,"InChI=1S/C7H14O3/c1-2-3-6-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3",1
1124,C7H13O34-2OOH,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3",1
1125,C7H13O34-5OOH,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3",1
1126,C7H13O34-6OOH,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3",1
1127,C7H13O34-7OOH,"InChI=1S/C7H14O3/c1-2-6-7(10-6)4-3-5-9-8/h6-8H,2-5H2,1H3",1
1128,C7H13O35-1OOH,"InChI=1S/C7H14O3/c1-2-6-5-7(10-6)3-4-9-8/h6-8H,2-5H2,1H3",1
1129,C7H13O35-2OOH,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3",1
1130,C7H13O35-4OOH,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3",1
1131,C7KET12O,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h6-7H,2-5H2,1H3",2
1132,C7KET13O,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h6-7H,2-5H2,1H3",2
1133,C7KET14O,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h6-7H,2-5H2,1H3",2
1134,C7KET15O,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h6-7H,2-5H2,1H3",2
1135,C7KET21O,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h2-6H2,1H3",2
1136,C7KET23O,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h7H,3-5H2,1-2H3",2
1137,C7KET24O,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h7H,3-5H2,1-2H3",2
1138,C7KET25O,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h7H,3-5H2,1-2H3",2
1139,C7KET26O,"InChI=1S/C7H13O2/c1-6(8)4-3-5-7(2)9/h6H,3-5H2,1-2H3",2
1140,C7KET31O,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h2-6H2,1H3",2
1141,C7KET32O,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h6H,3-5H2,1-2H3",2
1142,C7KET34O,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h7H,3-5H2,1-2H3",2
1143,C7KET35O,"InChI=1S/C7H13O2/c1-3-6(8)5-7(9)4-2/h6H,3-5H2,1-2H3",2
1144,C7KET36O,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h6H,3-5H2,1-2H3",2
1145,C7KET37O,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h2-6H2,1H3",2
1146,C7KET41O,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h2-6H2,1H3",2
1147,C7KET42O,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h6H,3-5H2,1-2H3",2
1148,C7KET43O,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h6H,3-5H2,1-2H3",2
1149,C7Y24,"InChI=1S/C7H12O2/c1-3-4-7(9)5-6(2)8/h3-5H2,1-2H3",1
1150,C7Y13,"InChI=1S/C7H12O2/c1-2-3-4-7(9)5-6-8/h6H,2-5H2,1H3",1
1151,C7Y35,"InChI=1S/C7H12O2/c1-3-6(8)5-7(9)4-2/h3-5H2,1-2H3",1
1152,C7H14OOH1-2O,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7,9H,2-6H2,1H3",2
1153,C7H14OOH1-3O,"InChI=1S/C7H15O3/c1-2-3-4-7(8)5-6-10-9/h7,9H,2-6H2,1H3",2
1154,C7H14OOH1-4O,"InChI=1S/C7H15O3/c1-2-4-7(8)5-3-6-10-9/h7,9H,2-6H2,1H3",2
1155,C7H14OOH1-5O,"InChI=1S/C7H15O3/c1-2-7(8)5-3-4-6-10-9/h7,9H,2-6H2,1H3",2
1156,C7H14OOH2-1O,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7,9H,2-6H2,1H3",2
1157,C7H14OOH2-3O,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3",2
1158,C7H14OOH2-4O,"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3",2
1159,C7H14OOH2-5O,"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3",2
1160,C7H14OOH2-6O,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3",2
1161,C7H14OOH3-1O,"InChI=1S/C7H15O3/c1-2-3-4-7(10-9)5-6-8/h7,9H,2-6H2,1H3",2
1162,C7H14OOH3-2O,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3",2
1163,C7H14OOH3-4O,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3",2
1164,C7H14OOH3-5O,"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3",2
1165,C7H14OOH3-6O,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3",2
1166,C7H14OOH3-7O,"InChI=1S/C7H15O3/c1-2-7(10-9)5-3-4-6-8/h7,9H,2-6H2,1H3",2
1167,C7H14OOH4-1O,"InChI=1S/C7H15O3/c1-2-4-7(10-9)5-3-6-8/h7,9H,2-6H2,1H3",2
1168,C7H14OOH4-2O,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3",2
1169,C7H14OOH4-3O,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3",2
1170,C6H11O13-6,"InChI=1S/C6H11O/c1-2-3-6-4-5-7-6/h6H,1-5H2",2
1171,C6H11O14-6,"InChI=1S/C6H11O/c1-2-6-4-3-5-7-6/h6H,1-5H2",2
1172,C6H11O15-6,"InChI=1S/C6H11O/c1-6-4-2-3-5-7-6/h6H,1-5H2",2
1173,C6H11O23-1,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,2-4H2,1H3",2
1174,C6H11O23-6,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,1,3-4H2,2H3",2
1175,C6H11O24-1,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,2-4H2,1H3",2
1176,C6H11O24-6,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,1,3-4H2,2H3",2
1177,C6H11O34-1,"InChI=1S/C6H11O/c1-3-5-6(4-2)7-5/h5-6H,1,3-4H2,2H3",2
1178,C6Y2-1J,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h2-5H2,1H3",2
1179,C6Y3-6J,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h1,3-5H2,2H3",2
1180,C6Y3-1J,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h2-5H2,1H3",2
1181,C7H14-1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",1
1182,C7H14-2,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3",1
1183,C7H14-3,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3",1
1184,C7H131-3,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5H,1,4,6-7H2,2H3",2
1185,C7H131-4,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,7H,1,4-6H2,2H3",2
1186,C7H131-5,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6H,1,4-5,7H2,2H3",2
1187,C7H131-6,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-4H,1,5-7H2,2H3",2
1188,C7H131-7,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3H,1-2,4-7H2",2
1189,C7H132-4,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5,7H,4,6H2,1-2H3",2
1190,C7H132-5,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5-6H,4,7H2,1-2H3",2
1191,C7H132-6,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-5H,6-7H2,1-2H3",2
1192,C7H132-7,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h4,6H,1,3,5,7H2,2H3",2
1193,C7H133-1,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5,7H,1,3-4,6H2,2H3",2
1194,C7H133-5,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5-7H,3-4H2,1-2H3",2
