,name,inchi,mult
534,BC5H11O2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3",2
535,CC5H11O2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",2
536,DC5H11O2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3",2
537,AC5H11O,"InChI=1S/C5H11O/c1-3-5(2)4-6/h5H,3-4H2,1-2H3",2
538,BC5H11O,"InChI=1S/C5H11O/c1-4-5(2,3)6/h4H2,1-3H3",2
539,CC5H11O,"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-5H,1-3H3",2
540,DC5H11O,"InChI=1S/C5H11O/c1-5(2)3-4-6/h5H,3-4H2,1-2H3",2
541,AC5H10OOH-A,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,2-4H2,1H3",2
542,AC5H10OOH-B,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h6H,3-4H2,1-2H3",2
543,AC5H10OOH-C,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h3,5-6H,4H2,1-2H3",2
544,AC5H10OOH-D,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,1,3-4H2,2H3",2
545,BC5H10OOH-A,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,2,4H2,1,3H3",2
546,BC5H10OOH-C,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4,6H,1-3H3",2
547,BC5H10OOH-D,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,1,4H2,2-3H3",2
548,CC5H10OOH-A,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,1H2,2-3H3",2
549,CC5H10OOH-B,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h5-6H,1-3H3",2
550,CC5H10OOH-D,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,3H2,1-2H3",2
551,DC5H10OOH-A,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5-6H,1,3-4H2,2H3",2
552,DC5H10OOH-B,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h6H,3-4H2,1-2H3",2
553,DC5H10OOH-C,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h3,5-6H,4H2,1-2H3",2
554,A-AC5H10O,"InChI=1S/C5H10O/c1-2-5-3-6-4-5/h5H,2-4H2,1H3",1
555,A-BC5H10O,"InChI=1S/C5H10O/c1-3-5(2)4-6-5/h3-4H2,1-2H3",1
556,A-CC5H10O,"InChI=1S/C5H10O/c1-4-3-6-5(4)2/h4-5H,3H2,1-2H3",1
557,A-DC5H10O,"InChI=1S/C5H10O/c1-5-2-3-6-4-5/h5H,2-4H2,1H3",1
558,B-CC5H10O,"InChI=1S/C5H10O/c1-4-5(2,3)6-4/h4H,1-3H3",1
559,B-DC5H10O,"InChI=1S/C5H10O/c1-5(2)3-4-6-5/h3-4H2,1-2H3",1
560,C-DC5H10O,"InChI=1S/C5H10O/c1-4(2)5-3-6-5/h4-5H,3H2,1-2H3",1
561,AC5H10OOH-AO2,"InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h5-6H,2-4H2,1H3",2
562,AC5H10OOH-BO2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6H,3-4H2,1-2H3",2
563,AC5H10OOH-CO2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-6H,3H2,1-2H3",2
564,AC5H10OOH-DO2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5,7H,2-4H2,1H3",2
565,BC5H10OOH-AO2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h7H,3-4H2,1-2H3",2
566,BC5H10OOH-CO2,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,7H,1-3H3",2
567,BC5H10OOH-DO2,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h7H,3-4H2,1-2H3",2
568,CC5H10OOH-AO2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-5,7H,3H2,1-2H3",2
569,CC5H10OOH-BO2,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6H,1-3H3",2
570,CC5H10OOH-DO2,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-5,7H,3H2,1-2H3",2
571,DC5H10OOH-AO2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-6H,2-4H2,1H3",2
572,DC5H10OOH-BO2,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6H,3-4H2,1-2H3",2
573,DC5H10OOH-CO2,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-6H,3H2,1-2H3",2
574,"C5H9A-A,BOOH","InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6-7H,2-4H2,1H3",2
575,"C5H9A-A,COOH","InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-7H,1,3H2,2H3",2
576,"C5H9A-A,DOOH","InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-7H,1-4H2",2
577,"C5H9A-B,COOH","InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6-7H,2H2,1,3H3",2
578,"C5H9A-B,DOOH","InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6-7H,1,3-4H2,2H3",2
579,"C5H9A-C,DOOH","InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-7H,1,3H2,2H3",2
580,"C5H9B-A,AOOH","InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h6-7H,2-4H2,1H3",2
581,"C5H9B-A,COOH","InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h5-7H,3H2,1-2H3",2
582,"C5H9B-A,DOOH","InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h6-7H,2-4H2,1H3",2
583,"C5H9B-C,DOOH","InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h5-7H,3H2,1-2H3",2
584,"C5H9C-A,AOOH","InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h2,5-7H,3-4H2,1H3",2
585,"C5H9C-A,BOOH","InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h3,6-7H,4H2,1-2H3",2
586,"C5H9C-A,DOOH","InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h2,5-7H,3-4H2,1H3",2
587,"C5H9C-B,DOOH","InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h3,6-7H,4H2,1-2H3",2
588,"C5H9D-A,AOOH","InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h5-7H,1-4H2",2
589,"C5H9D-A,BOOH","InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6-7H,1,3-4H2,2H3",2
590,"C5H9D-A,COOH","InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-7H,2-3H2,1H3",2
591,"C5H9D-B,COOH","InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6-7H,1H2,2-3H3",2
592,C5H9A-AOOH,"InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h6H,2-4H2,1H3",1
593,C5H9A-COOH,"InChI=1S/C5H10O2/c1-4(2)5(3)7-6/h5-6H,1H2,2-3H3",1
594,C5H9A-DOOH,"InChI=1S/C5H10O2/c1-5(2)3-4-7-6/h6H,1,3-4H2,2H3",1
595,C5H9B-AOOH,"InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h3,6H,4H2,1-2H3",1
596,C5H9B-DOOH,"InChI=1S/C5H10O2/c1-5(2)3-4-7-6/h3,6H,4H2,1-2H3",1
597,C5H9C-AOOH,"InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h3,5-6H,1,4H2,2H3",1
598,C5H9C-BOOH,"InChI=1S/C5H10O2/c1-4-5(2,3)7-6/h4,6H,1H2,2-3H3",1
599,C5H9OA-AOOH-B,"InChI=1S/C5H10O3/c1-2-5(8-6)3-7-4-5/h6H,2-4H2,1H3",1
600,C5H9OA-AOOH-C,"InChI=1S/C5H10O3/c1-4(8-6)5-2-7-3-5/h4-6H,2-3H2,1H3",1
601,C5H9OA-AOOH-D,"InChI=1S/C5H10O3/c6-8-2-1-5-3-7-4-5/h5-6H,1-4H2",1
602,C5H9OA-BOOH-A,"InChI=1S/C5H10O3/c1-2-5(3-7-5)4-8-6/h6H,2-4H2,1H3",1
603,C5H9OA-BOOH-C,"InChI=1S/C5H10O3/c1-4(8-6)5(2)3-7-5/h4,6H,3H2,1-2H3",1
604,C5H9OA-BOOH-D,"InChI=1S/C5H10O3/c1-5(4-7-5)2-3-8-6/h6H,2-4H2,1H3",1
605,C5H9OA-COOH-A,"InChI=1S/C5H10O3/c1-4-5(2-7-4)3-8-6/h4-6H,2-3H2,1H3",1
606,C5H9OA-COOH-B,"InChI=1S/C5H10O3/c1-4-5(2,8-6)3-7-4/h4,6H,3H2,1-2H3",1
607,C5H9OA-COOH-D,"InChI=1S/C5H10O3/c1-4-2-7-5(4)3-8-6/h4-6H,2-3H2,1H3",1
608,C5H9OA-DOOH-A,"InChI=1S/C5H10O3/c6-8-4-5-1-2-7-3-5/h5-6H,1-4H2",1
609,C5H9OA-DOOH-B,"InChI=1S/C5H10O3/c1-5(8-6)2-3-7-4-5/h6H,2-4H2,1H3",1
610,C5H9OA-DOOH-C,"InChI=1S/C5H10O3/c1-4-2-7-3-5(4)8-6/h4-6H,2-3H2,1H3",1
611,C5H9OB-COOH-A,"InChI=1S/C5H10O3/c1-4-5(2,8-4)3-7-6/h4,6H,3H2,1-2H3",1
612,C5H9OB-COOH-D,"InChI=1S/C5H10O3/c1-5(2)4(8-5)3-7-6/h4,6H,3H2,1-2H3",1
613,C5H9OB-DOOH-A,"InChI=1S/C5H10O3/c1-5(4-8-6)2-3-7-5/h6H,2-4H2,1H3",1
614,C5H9OB-DOOH-C,"InChI=1S/C5H10O3/c1-5(2)4(8-6)3-7-5/h4,6H,3H2,1-2H3",1
615,C5H9OC-DOOH-A,"InChI=1S/C5H10O3/c1-4(2-8-6)5-3-7-5/h4-6H,2-3H2,1H3",1
616,C5H9OC-DOOH-B,"InChI=1S/C5H10O3/c1-5(2,8-6)4-3-7-4/h4,6H,3H2,1-2H3",1
617,CH3COCH2OCH2CH2,"InChI=1S/C5H9O2/c1-3-7-4-5(2)6/h1,3-4H2,2H3",2
618,IC5KETAA,"InChI=1S/C5H10O3/c1-2-5(3-6)4-8-7/h3,5,7H,2,4H2,1H3",1
619,IC5KETAB,"InChI=1S/C5H10O3/c1-3-5(2,4-6)8-7/h4,7H,3H2,1-2H3",1
620,IC5KETAC,"InChI=1S/C5H10O3/c1-4(3-6)5(2)8-7/h3-5,7H,1-2H3",1
621,IC5KETAD,"InChI=1S/C5H10O3/c1-5(4-6)2-3-8-7/h4-5,7H,2-3H2,1H3",1
622,IC5KETCA,"InChI=1S/C5H10O3/c1-4(3-8-7)5(2)6/h4,7H,3H2,1-2H3",1
623,IC5KETCB,"InChI=1S/C5H10O3/c1-4(6)5(2,3)8-7/h7H,1-3H3",1
624,IC5KETCD,"InChI=1S/C5H10O3/c1-4(2)5(6)3-8-7/h4,7H,3H2,1-2H3",1
625,IC5KETDA,"InChI=1S/C5H10O3/c1-5(2-3-6)4-8-7/h3,5,7H,2,4H2,1H3",1
626,IC5KETDB,"InChI=1S/C5H10O3/c1-5(2,8-7)3-4-6/h4,7H,3H2,1-2H3",1
627,IC5KETDC,"InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h3-5,7H,1-2H3",1
628,IC5KETAAO,"InChI=1S/C5H9O2/c1-2-5(3-6)4-7/h3,5H,2,4H2,1H3",2
629,IC5KETABO,"InChI=1S/C5H9O2/c1-3-5(2,7)4-6/h4H,3H2,1-2H3",2
630,IC5KETACO,"InChI=1S/C5H9O2/c1-4(3-6)5(2)7/h3-5H,1-2H3",2
631,IC5KETADO,"InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h4-5H,2-3H2,1H3",2
632,IC5KETCAO,"InChI=1S/C5H9O2/c1-4(3-6)5(2)7/h4H,3H2,1-2H3",2
633,IC5KETCBO,"InChI=1S/C5H9O2/c1-4(6)5(2,3)7/h1-3H3",2
634,IC5KETCDO,"InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h4H,3H2,1-2H3",2
635,IC5KETDAO,"InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h3,5H,2,4H2,1H3",2
636,IC5KETDBO,"InChI=1S/C5H9O2/c1-5(2,7)3-4-6/h4H,3H2,1-2H3",2
637,IC5KETDCO,"InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h3-5H,1-2H3",2
638,AC5H10OH,"InChI=1S/C5H11O/c1-3-5(2)4-6/h6H,3-4H2,1-2H3",2
639,BC5H10OH,"InChI=1S/C5H11O/c1-4-5(2,3)6/h4,6H,1-3H3",2
640,CC5H10OH,"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-6H,3H2,1-2H3",2
641,AO2C5H10OH,"InChI=1S/C5H11O3/c1-3-5(2,4-6)8-7/h6H,3-4H2,1-2H3",2
642,BO2C5H10OH,"InChI=1S/C5H11O3/c1-4(8-7)5(2,3)6/h4,6H,1-3H3",2
643,CO2C5H10OH,"InChI=1S/C5H11O3/c1-4(2)5(6)3-8-7/h4-6H,3H2,1-2H3",2
644,IC3H5COCH3,"InChI=1S/C5H8O/c1-4(2)5(3)6/h1H2,2-3H3",1
645,IC3H5COCH2,"InChI=1S/C5H7O/c1-4(2)5(3)6/h1,3H2,2H3",2
646,AC3H4COCH3,"InChI=1S/C5H7O/c1-4(2)5(3)6/h1-2H2,3H3",2
647,NEOC5H12,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",1
648,NEOC5H11,"InChI=1S/C5H11/c1-5(2,3)4/h1H2,2-4H3",2
649,NEOC5H11O2H,"InChI=1S/C5H12O2/c1-5(2,3)4-7-6/h6H,4H2,1-3H3",1
650,NEOC5H11O2,"InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h4H2,1-3H3",2
651,NEOC5H11O,"InChI=1S/C5H11O/c1-5(2,3)4-6/h4H2,1-3H3",2
652,NEOC5H10OOH,"InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h6H,1,4H2,2-3H3",2
653,NEO-C5H10O,"InChI=1S/C5H10O/c1-5(2)3-6-4-5/h3-4H2,1-2H3",1
654,NEOC5H10OOH-O2,"InChI=1S/C5H11O4/c1-5(2,3-8-6)4-9-7/h6H,3-4H2,1-2H3",2
655,NEOC5H9Q2,"InChI=1S/C5H11O4/c1-5(2,3-8-6)4-9-7/h6-7H,1,3-4H2,2H3",2
656,NEOC5KET,"InChI=1S/C5H10O3/c1-5(2,3-6)4-8-7/h3,7H,4H2,1-2H3",1
657,NEOC5KETOX,"InChI=1S/C5H9O2/c1-5(2,3-6)4-7/h3H,4H2,1-2H3",2
658,NEOC5KEJOL,"InChI=1S/C5H9O2/c1-5(2,3-6)4-7/h6H,3H2,1-2H3",2
659,IC4H6Q2-II,"InChI=1S/C4H8O4/c1-4(2-7-5)3-8-6/h5-6H,1-3H2",1
660,NEOC5H9O-OOH,"InChI=1S/C5H10O3/c1-5(4-8-6)2-7-3-5/h6H,2-4H2,1H3",1
661,C5H10-1,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",1
662,C5H10-2,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3",1
663,C5H81-3,"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3",1
664,C5H91-3,"InChI=1S/C5H9/c1-3-5-4-2/h3,5H,1,4H2,2H3",2
665,C5H91-4,"InChI=1S/C5H9/c1-3-5-4-2/h3-4H,1,5H2,2H3",2
666,C5H91-5,"InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2",2
667,C5H92-4,"InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3",2
668,C5H92-5,"InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3",2
669,C5H9O1-3,"InChI=1S/C5H9O/c1-3-5(6)4-2/h3,5H,1,4H2,2H3",2
670,C5H9O2-4,"InChI=1S/C5H9O/c1-3-4-5(2)6/h3-5H,1-2H3",2
671,BC5H10,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3",1
672,CC5H10,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",1
673,CC5H9-A,"InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3",2
674,CC5H9-B,"InChI=1S/C5H9/c1-4-5(2)3/h4H,1H2,2-3H3",2
675,AC5H9O-C,"InChI=1S/C5H9O/c1-4(2)5(3)6/h5H,1H2,2-3H3",2
676,CC5H9O-B,"InChI=1S/C5H9O/c1-4-5(2,3)6/h4H,1H2,2-3H3",2
677,AC5H10,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",1
678,AC5H9-A2,"InChI=1S/C5H9/c1-4-5(2)3/h2-4H2,1H3",2
679,AC5H9-C,"InChI=1S/C5H9/c1-4-5(2)3/h4H,2H2,1,3H3",2
680,AC5H9-D,"InChI=1S/C5H9/c1-4-5(2)3/h1-2,4H2,3H3",2
681,B2E2M1OJ,"InChI=1S/C5H9O/c1-3-5(2)4-6/h3H,4H2,1-2H3",2
682,B13DE2M,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",1
683,B13DE2MJ,"InChI=1S/C5H7/c1-4-5(2)3/h4H,1-3H2",2
684,B12DE3M,"InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3",1
685,B2E3M1OJ,"InChI=1S/C5H9O/c1-5(2)3-4-6/h3H,4H2,1-2H3",2
686,TC4H8CHO,"InChI=1S/C5H9O/c1-5(2,3)4-6/h4H,1H2,2-3H3",2
687,O2C4H8CHO,"InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h3H,4H2,1-2H3",2
688,O2HC4H8CO,"InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h7H,4H2,1-2H3",2
689,PC4H8CHO-1O2,"InChI=1S/C5H9O3/c1-2-3-5(4-6)8-7/h4-5H,2-3H2,1H3",2
690,PC4H8CHO-2O2,"InChI=1S/C5H9O3/c1-2-5(8-7)3-4-6/h4-5H,2-3H2,1H3",2
691,PC4H8CHO-3O2,"InChI=1S/C5H9O3/c1-5(8-7)3-2-4-6/h4-5H,2-3H2,1H3",2
692,PC4H8CHO-4O2,"InChI=1S/C5H9O3/c6-4-2-1-3-5-8-7/h4H,1-3,5H2",2
693,C4H7CHO-2,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3",1
694,C4H7CHO-3,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-3,5H,4H2,1H3",1
695,C4H7CHO-4,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2",1
696,NC3H7COCH3,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",1
697,C2H5COC2H5,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",1
698,NC3H7COCH2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h2-4H2,1H3",2
699,CH3CH2CHCOCH3,"InChI=1S/C5H9O/c1-3-4-5(2)6/h4H,3H2,1-2H3",2
700,CH3CHCH2COCH3,"InChI=1S/C5H9O/c1-3-4-5(2)6/h3H,4H2,1-2H3",2
701,CH2CH2CH2COCH3,"InChI=1S/C5H9O/c1-3-4-5(2)6/h1,3-4H2,2H3",2
702,CH2CH2COC2H5,"InChI=1S/C5H9O/c1-3-5(6)4-2/h1,3-4H2,2H3",2
703,CH3CHCOC2H5,"InChI=1S/C5H9O/c1-3-5(6)4-2/h3H,4H2,1-2H3",2
704,NC52ONEO2-3,"InChI=1S/C5H9O3/c1-3-5(8-7)4(2)6/h5H,3H2,1-2H3",2
705,NC52ONEO2-4,"InChI=1S/C5H9O3/c1-4(6)3-5(2)8-7/h5H,3H2,1-2H3",2
706,NC52ONEO2-5,"InChI=1S/C5H9O3/c1-5(6)3-2-4-8-7/h2-4H2,1H3",2
707,NC53ONEO2-1,"InChI=1S/C5H9O3/c1-2-5(6)3-4-8-7/h2-4H2,1H3",2
708,NC53ONEO2-2,"InChI=1S/C5H9O3/c1-3-5(6)4(2)8-7/h4H,3H2,1-2H3",2
709,NC52ONE-3,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3",1
710,NC52ONE-4,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3H,1,4H2,2H3",1
711,NC53ONE-1,"InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3",1
712,NC5H11OH,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1
713,C5H10OH11,"InChI=1S/C5H11O/c1-2-3-4-5-6/h5-6H,2-4H2,1H3",2
714,C5H10OH12,"InChI=1S/C5H11O/c1-2-3-4-5-6/h4,6H,2-3,5H2,1H3",2
715,C5H10OH13,"InChI=1S/C5H11O/c1-2-3-4-5-6/h3,6H,2,4-5H2,1H3",2
716,C5H10OH14,"InChI=1S/C5H11O/c1-2-3-4-5-6/h2,6H,3-5H2,1H3",2
717,C5H10OH15,"InChI=1S/C5H11O/c1-2-3-4-5-6/h6H,1-5H2",2
718,C5H10OH-1O2,"InChI=1S/C5H11O3/c1-2-3-4-5(6)8-7/h5-6H,2-4H2,1H3",2
719,C5H10OH-2O2,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h5-6H,2-4H2,1H3",2
720,C5H10OH-3O2,"InChI=1S/C5H11O3/c1-2-5(8-7)3-4-6/h5-6H,2-4H2,1H3",2
721,C5H10OH-4O2,"InChI=1S/C5H11O3/c1-5(8-7)3-2-4-6/h5-6H,2-4H2,1H3",2
722,C5H10OH-5O2,"InChI=1S/C5H11O3/c6-4-2-1-3-5-8-7/h6H,1-5H2",2
723,C5H9OH1-1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h4-6H,2-3H2,1H3",1
724,C5H9OH1-2,"InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3",1
725,C5H9OH1-3,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2-3,6H,4-5H2,1H3",1
726,C5H9OH1-4,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2,6H,1,3-5H2",1
727,NC6H14,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",1
728,C6H13-1,"InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3",2
729,C6H13-2,"InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3",2
730,C6H13-3,"InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3",2
731,C6H13OOH-1,"InChI=1S/C6H14O2/c1-2-3-4-5-6-8-7/h7H,2-6H2,1H3",1
732,C6H13OOH-2,"InChI=1S/C6H14O2/c1-3-4-5-6(2)8-7/h6-7H,3-5H2,1-2H3",1
733,C6H13OOH-3,"InChI=1S/C6H14O2/c1-3-5-6(4-2)8-7/h6-7H,3-5H2,1-2H3",1
734,C6H13O2-1,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2-6H2,1H3",2
735,C6H13O2-2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3",2
736,C6H13O2-3,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3",2
737,C6H13O-1,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3",2
738,C6H13O-2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3",2
739,C6H13O-3,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3",2
740,C6H12OOH1-2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h5,7H,2-4,6H2,1H3",2
741,C6H12OOH1-3,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h4,7H,2-3,5-6H2,1H3",2
742,C6H12OOH1-4,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h3,7H,2,4-6H2,1H3",2
743,C6H12OOH1-5,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2,7H,3-6H2,1H3",2
744,C6H12OOH2-1,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,2-5H2,1H3",2
745,C6H12OOH2-3,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h5-7H,3-4H2,1-2H3",2
746,C6H12OOH2-4,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h4,6-7H,3,5H2,1-2H3",2
747,C6H12OOH2-5,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h3,6-7H,4-5H2,1-2H3",2
748,C6H12OOH2-6,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,1,3-5H2,2H3",2
749,C6H12OOH3-1,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,2-5H2,1H3",2
750,C6H12OOH3-2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h4,6-7H,3,5H2,1-2H3",2
751,C6H12OOH3-4,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h5-7H,3-4H2,1-2H3",2
752,C6H12OOH3-5,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h3,6-7H,4-5H2,1-2H3",2
753,C6H12OOH3-6,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3",2
754,C6H12O1-2,"InChI=1S/C6H12O/c1-2-3-4-6-5-7-6/h6H,2-5H2,1H3",1
755,C6H12O1-3,"InChI=1S/C6H12O/c1-2-3-6-4-5-7-6/h6H,2-5H2,1H3",1
756,C6H12O1-4,"InChI=1S/C6H12O/c1-2-6-4-3-5-7-6/h6H,2-5H2,1H3",1
757,C6H12O1-5,"InChI=1S/C6H12O/c1-6-4-2-3-5-7-6/h6H,2-5H2,1H3",1
758,C6H12O2-3,"InChI=1S/C6H12O/c1-3-4-6-5(2)7-6/h5-6H,3-4H2,1-2H3",1
759,C6H12O2-4,"InChI=1S/C6H12O/c1-3-6-4-5(2)7-6/h5-6H,3-4H2,1-2H3",1
760,C6H12O2-5,"InChI=1S/C6H12O/c1-5-3-4-6(2)7-5/h5-6H,3-4H2,1-2H3",1
761,C6H12O3-4,"InChI=1S/C6H12O/c1-3-5-6(4-2)7-5/h5-6H,3-4H2,1-2H3",1
762,C6H12OOH1-2O2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-7H,2-5H2,1H3",2
763,C6H12OOH1-3O2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-7H,2-5H2,1H3",2
764,C6H12OOH1-4O2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-7H,2-5H2,1H3",2
765,C6H12OOH1-5O2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-7H,2-5H2,1H3",2
766,C6H12OOH2-1O2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6,8H,2-5H2,1H3",2
767,C6H12OOH2-3O2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-7H,3-4H2,1-2H3",2
